voucher_id,voucher_code,campaign_name,discount_type,discount_value,target_group,user_id,user_age,is_student,issued_at,expires_at,is_used,used_at,spending_monthly,days_since_last_login,wallet_balance
616,LUCKY-3C1B324E,Weekend Deal,Fixed,5000,Student,479,22,1,2025-09-19,2025-10-19,1,2025-09-29,431.88,76,147.42
617,LUCKY-9D76FB07,Welcome Back,Fixed,20000,Student,254,23,1,2025-11-14,2025-11-28,1,2025-11-16,154.36,2,12.14
618,LUCKY-15AB9152,Weekend Deal,Fixed,10000,Student,466,21,1,2025-04-17,2025-04-24,1,2025-04-27,251.75,20,87.25
619,LUCKY-5109A674,Weekend Deal,Fixed,20000,Student,145,23,1,2025-03-20,2025-03-27,0,,109.02,49,58.68
620,LUCKY-5CD6702A,Weekend Deal,Percent,30,Student,108,17,1,2025-07-16,2025-07-30,1,2025-07-20,350.18,25,25.82
621,LUCKY-915E7F49,Flash Sale SV,Percent,15,Student,317,16,1,2025-06-14,2025-06-21,0,,211.45,86,52.16
622,LUCKY-08E562A7,Back to School,Fixed,5000,Student,310,24,1,2025-12-28,2026-01-27,0,,150.84,43,51.56
623,LUCKY-E433A5AA,Welcome Back,Percent,10,Student,86,16,1,2025-01-17,2025-01-24,0,,466.98,58,87.57
624,LUCKY-7C51F45E,Welcome Back,Fixed,50000,Student,435,19,1,2025-06-11,2025-06-18,1,2025-06-13,459.94,37,31.41
625,LUCKY-49C31F31,Tet Student,Fixed,20000,Student,323,22,1,2025-06-23,2025-07-07,1,2025-06-29,396.15,60,1.32
626,LUCKY-31DE92C3,Refer a Friend SV,Percent,25,Student,407,18,1,2025-08-28,2025-09-27,0,,388.94,29,105.93
627,LUCKY-51D4B33D,Birthday Bonus,Percent,10,Student,389,16,1,2025-03-14,2025-03-21,1,2025-03-21,249.16,66,154.03
628,LUCKY-3FD17FC4,Refer a Friend SV,Fixed,50000,Student,370,18,1,2025-12-18,2026-01-01,0,,456.13,80,11.56
629,LUCKY-CF592ADA,Refer a Friend SV,Percent,50,All,404,31,0,2025-04-18,2025-05-18,0,,214.22,67,315.79
630,LUCKY-89A2674E,Back to School,Fixed,10000,Student,369,23,1,2025-09-11,2025-09-25,1,2025-09-23,363.86,83,177.53
631,LUCKY-434BD57D,Back to School,Percent,30,All,15,24,0,2025-11-06,2025-11-13,0,,1136.85,27,563.75
632,LUCKY-56BF9692,Flash Sale SV,Fixed,5000,All,182,37,0,2025-05-21,2025-06-20,0,,1266.51,38,279.27
633,LUCKY-5C427310,Summer Gift,Fixed,20000,Student,458,17,1,2025-10-19,2025-11-18,0,,251.93,0,114.49
634,LUCKY-AC70EB70,Tet Student,Fixed,20000,All,54,41,0,2025-09-24,2025-10-01,0,,1159.92,44,615.77
635,LUCKY-3CC0B7AB,Refer a Friend SV,Percent,50,Student,218,19,1,2025-02-03,2025-02-10,0,,420.28,12,72.25
636,LUCKY-F8E6B4EB,Back to School,Fixed,50000,All,353,35,0,2025-11-14,2025-11-28,0,,586.61,86,124.17
637,LUCKY-43A8CDBE,Tet Student,Percent,30,All,263,35,0,2025-08-05,2025-09-04,0,,1517.09,20,446.08
638,LUCKY-4BFB1FA0,Birthday Bonus,Percent,30,All,57,23,0,2025-02-20,2025-03-06,0,,1450.05,4,482.66
639,LUCKY-07B2550F,Back to School,Fixed,20000,Student,402,20,1,2025-01-26,2025-02-02,1,2025-01-29,68.13,47,30.66
640,LUCKY-CDA16BA7,Weekend Deal,Percent,15,Student,23,16,1,2025-09-12,2025-09-19,1,2025-09-26,471.57,36,61.03
641,LUCKY-3B3BD09C,Tet Student,Fixed,10000,Student,342,20,1,2025-08-25,2025-09-08,0,,304.59,48,180.06
642,LUCKY-2C3F73B9,Summer Gift,Fixed,50000,Student,491,21,1,2025-06-18,2025-06-25,0,,90.19,79,124.95
643,LUCKY-8E6797C0,Back to School,Percent,30,Student,44,23,1,2025-02-21,2025-03-23,0,,381.16,21,129.18
644,LUCKY-2320A1D2,Flash Sale SV,Percent,25,Student,403,24,1,2025-09-06,2025-09-13,1,2025-09-11,309.59,72,10.57
645,LUCKY-2A504A2F,Weekend Deal,Fixed,5000,Student,93,23,1,2025-01-11,2025-01-25,0,,88.09,41,106.71
646,LUCKY-6CAE633D,Tet Student,Percent,30,Student,158,24,1,2025-03-09,2025-03-16,1,2025-03-12,192.82,14,51.44
647,LUCKY-39310802,Flash Sale SV,Percent,10,All,458,41,0,2025-02-11,2025-02-18,1,2025-02-18,504.54,41,633.75
648,LUCKY-1F6B1377,Summer Gift,Percent,15,Student,138,22,1,2025-09-13,2025-09-20,0,,473.71,6,179.9
649,LUCKY-16F5F2EC,Flash Sale SV,Fixed,10000,Student,391,23,1,2025-10-22,2025-10-29,1,2025-10-26,298.9,3,13.09
650,LUCKY-A3EC1D66,Birthday Bonus,Percent,15,Student,276,18,1,2025-03-26,2025-04-02,0,,187.08,10,81.35
651,LUCKY-93144716,Flash Sale SV,Fixed,10000,All,430,37,0,2025-08-09,2025-09-08,1,2025-08-14,1013.14,59,50.95
652,LUCKY-233231E8,Tet Student,Fixed,5000,Student,46,21,1,2025-10-03,2025-10-17,0,,429.1,65,42.55
653,LUCKY-AAF0E736,Birthday Bonus,Fixed,10000,Student,386,17,1,2025-06-21,2025-07-05,0,,423.72,35,145.01
654,LUCKY-B086F75F,Birthday Bonus,Percent,25,All,312,28,0,2025-12-05,2026-01-04,1,2025-12-06,642.67,43,983.87
655,LUCKY-9B513925,Welcome Back,Fixed,50000,Student,276,16,1,2025-11-21,2025-11-28,0,,352.72,89,82.63
656,LUCKY-D83760DC,Tet Student,Fixed,50000,Student,237,23,1,2025-12-01,2025-12-08,0,,352.51,48,70.6
657,LUCKY-30749F84,Summer Gift,Fixed,20000,Student,368,19,1,2025-10-21,2025-11-04,1,2025-11-03,250.06,2,44.3
658,LUCKY-37D7727F,Summer Gift,Percent,10,Student,446,23,1,2025-11-13,2025-11-20,0,,485.28,63,7.36
659,LUCKY-B7B14133,Tet Student,Percent,10,Student,439,24,1,2025-03-09,2025-04-08,0,,272.31,84,110.36
660,LUCKY-314E1C55,Back to School,Percent,50,Student,329,24,1,2025-08-01,2025-08-15,0,,378.0,86,54.87
661,LUCKY-5630F2EF,Weekend Deal,Fixed,5000,Student,453,16,1,2025-09-25,2025-10-02,0,,434.24,52,64.6
662,LUCKY-BCAC3471,Refer a Friend SV,Fixed,5000,All,116,21,0,2025-02-19,2025-02-26,1,2025-03-03,700.28,57,449.06
663,LUCKY-0B6A4783,Back to School,Percent,20,All,222,33,0,2025-11-04,2025-11-11,1,2025-11-12,1924.0,25,921.15
664,LUCKY-2B30D17B,Weekend Deal,Percent,10,All,171,38,0,2025-06-27,2025-07-04,1,2025-07-11,1635.0,32,938.31
665,LUCKY-6A7867FC,Weekend Deal,Fixed,5000,Student,194,19,1,2025-02-02,2025-02-09,0,,474.6,79,155.15
666,LUCKY-E7162D04,Refer a Friend SV,Percent,20,Student,151,17,1,2025-11-02,2025-12-02,1,2025-11-03,402.19,56,12.4
667,LUCKY-3C8B0728,Refer a Friend SV,Percent,25,All,52,32,0,2025-07-20,2025-08-19,0,,372.49,29,764.37
668,LUCKY-B613D516,Flash Sale SV,Percent,10,Student,464,16,1,2025-02-19,2025-02-26,0,,254.33,24,65.64
669,LUCKY-948C0279,Summer Gift,Fixed,10000,Student,300,24,1,2025-01-02,2025-01-09,1,2025-01-07,165.33,79,84.2
670,LUCKY-B021DAD6,Back to School,Percent,25,Student,266,21,1,2025-05-12,2025-05-19,0,,190.03,18,177.04
671,LUCKY-EF125B95,Birthday Bonus,Percent,25,Student,36,18,1,2025-04-21,2025-04-28,1,2025-05-04,75.79,71,101.42
672,LUCKY-E9CF6E07,Back to School,Fixed,20000,Student,449,23,1,2025-03-04,2025-03-18,0,,362.65,76,196.38
673,LUCKY-00447242,Summer Gift,Percent,50,All,377,21,0,2025-04-08,2025-04-22,0,,1092.68,81,923.96
674,LUCKY-77E0DCFD,Birthday Bonus,Percent,10,All,73,30,0,2025-06-01,2025-07-01,1,2025-06-03,1653.09,51,407.12
675,LUCKY-3F363F88,Summer Gift,Percent,10,Student,90,19,1,2025-03-08,2025-03-22,1,2025-03-20,334.1,46,182.54
676,LUCKY-4C988DA2,Flash Sale SV,Fixed,5000,Student,404,24,1,2025-03-13,2025-04-12,0,,160.68,22,39.2
677,LUCKY-E10114E3,Tet Student,Fixed,20000,All,34,30,0,2025-10-14,2025-11-13,0,,1885.01,30,339.82
678,LUCKY-CC15C861,Refer a Friend SV,Fixed,20000,Student,301,18,1,2025-04-02,2025-05-02,0,,407.7,48,38.34
679,LUCKY-1079105F,Back to School,Percent,50,Student,108,24,1,2025-09-19,2025-10-03,0,,182.38,31,29.71
680,LUCKY-E2D14066,Refer a Friend SV,Percent,30,All,192,45,0,2025-11-25,2025-12-25,0,,1047.2,8,680.33
681,LUCKY-5A5F8191,Weekend Deal,Fixed,50000,Student,19,23,1,2025-07-21,2025-08-20,1,2025-08-01,130.55,67,142.5
682,LUCKY-36994F7B,Refer a Friend SV,Fixed,50000,Student,44,19,1,2025-06-09,2025-07-09,0,,253.44,27,46.88
683,LUCKY-4EB59BEA,Birthday Bonus,Percent,25,Student,189,17,1,2025-08-14,2025-08-28,0,,182.77,29,103.76
684,LUCKY-E1BE5284,Welcome Back,Percent,20,All,280,30,0,2025-02-10,2025-03-12,1,2025-02-19,691.44,56,73.48
685,LUCKY-90C0A170,Summer Gift,Fixed,5000,Student,382,20,1,2025-11-11,2025-11-25,1,2025-11-16,466.97,9,19.68
686,LUCKY-33B1480F,Back to School,Percent,50,All,207,41,0,2025-05-10,2025-05-24,1,2025-05-23,1721.81,77,231.11
687,LUCKY-69E03366,Summer Gift,Percent,25,All,265,38,0,2025-12-07,2025-12-21,1,2025-12-11,1564.05,83,61.3
688,LUCKY-AC7802A1,Birthday Bonus,Fixed,5000,Student,214,24,1,2025-07-25,2025-08-24,0,,390.93,59,144.5
689,LUCKY-5609C348,Flash Sale SV,Percent,20,Student,174,23,1,2025-11-27,2025-12-11,0,,433.82,17,6.02
690,LUCKY-AB18A2F8,Flash Sale SV,Fixed,20000,Student,488,22,1,2025-01-05,2025-01-12,0,,358.59,88,80.67
691,LUCKY-218CA2B4,Summer Gift,Fixed,50000,All,97,38,0,2025-02-18,2025-03-04,0,,1333.71,77,622.85
692,LUCKY-FDA91F14,Welcome Back,Percent,15,Student,309,21,1,2025-03-02,2025-04-01,0,,306.28,38,90.31
693,LUCKY-B5368409,Summer Gift,Fixed,10000,Student,189,18,1,2025-09-03,2025-09-17,1,2025-09-04,139.55,49,182.27
694,LUCKY-90BF53BC,Tet Student,Percent,10,Student,200,18,1,2025-08-24,2025-08-31,0,,197.05,50,181.96
695,LUCKY-8A1017A3,Back to School,Fixed,10000,All,235,26,0,2025-09-23,2025-10-23,0,,433.88,55,245.39
696,LUCKY-E73A9AE1,Birthday Bonus,Percent,30,Student,295,16,1,2025-08-15,2025-08-29,0,,495.99,51,89.15
697,LUCKY-E7C13BD5,Refer a Friend SV,Fixed,20000,Student,92,17,1,2025-03-14,2025-03-21,0,,179.56,58,176.2
698,LUCKY-9E1AD95F,Welcome Back,Percent,50,All,452,43,0,2025-01-08,2025-01-15,1,2025-01-13,977.74,84,415.43
699,LUCKY-2A0A78D8,Welcome Back,Fixed,50000,Student,259,20,1,2025-02-25,2025-03-04,0,,350.0,27,13.35
700,LUCKY-83315E45,Flash Sale SV,Percent,25,All,196,30,0,2025-12-22,2026-01-21,1,2025-12-30,938.17,26,206.6
701,LUCKY-691072B7,Tet Student,Fixed,5000,Student,35,22,1,2025-12-15,2025-12-29,1,2025-12-23,435.1,1,79.33
702,LUCKY-7D12A960,Tet Student,Fixed,10000,Student,151,19,1,2025-10-04,2025-10-11,0,,371.11,60,87.54
703,LUCKY-5905F611,Weekend Deal,Fixed,10000,Student,273,22,1,2025-04-23,2025-04-30,1,2025-05-04,125.8,1,134.28
704,LUCKY-B5A07BDE,Back to School,Percent,25,Student,396,16,1,2025-10-01,2025-10-08,0,,426.43,82,162.3
705,LUCKY-4B2DDA52,Flash Sale SV,Percent,10,Student,349,19,1,2025-01-11,2025-01-18,0,,467.97,30,74.93
706,LUCKY-B44D0B75,Tet Student,Percent,50,Student,288,19,1,2025-09-04,2025-09-18,1,2025-09-10,481.44,85,19.32
707,LUCKY-FDFA4C66,Summer Gift,Percent,15,Student,335,19,1,2025-06-06,2025-06-13,1,2025-06-13,470.45,54,79.01
708,LUCKY-89E5377A,Flash Sale SV,Fixed,20000,Student,307,22,1,2025-04-14,2025-04-28,1,2025-04-27,145.75,84,44.02
709,LUCKY-D7FFBF54,Welcome Back,Percent,20,Student,348,17,1,2025-11-23,2025-12-07,0,,370.64,72,158.25
710,LUCKY-03A29506,Welcome Back,Fixed,50000,All,262,44,0,2025-10-19,2025-11-02,1,2025-10-26,1448.7,81,365.44
711,LUCKY-84C247AC,Welcome Back,Percent,10,Student,41,19,1,2025-12-14,2025-12-21,1,2025-12-24,276.54,1,140.93
712,LUCKY-4682128F,Flash Sale SV,Percent,50,Student,450,21,1,2025-12-20,2026-01-03,1,2026-01-01,274.43,48,40.4
713,LUCKY-6A353861,Flash Sale SV,Fixed,20000,Student,106,20,1,2025-12-11,2025-12-25,1,2025-12-15,192.89,5,157.39
714,LUCKY-A375CB2E,Tet Student,Fixed,20000,Student,36,19,1,2025-01-03,2025-01-17,0,,410.65,28,139.26
715,LUCKY-12469975,Tet Student,Percent,10,All,41,21,0,2025-04-08,2025-05-08,0,,1341.86,26,184.46
716,LUCKY-C8F38A24,Summer Gift,Fixed,10000,Student,140,23,1,2025-10-15,2025-11-14,1,2025-10-19,190.16,31,144.33
717,LUCKY-711B3C13,Weekend Deal,Fixed,10000,All,222,35,0,2025-09-20,2025-10-20,0,,344.03,50,973.93
718,LUCKY-DD3F21D8,Tet Student,Percent,20,All,238,45,0,2025-03-09,2025-03-23,0,,1067.6,54,773.83
719,LUCKY-5385E9F6,Weekend Deal,Fixed,10000,Student,257,20,1,2025-04-01,2025-04-08,1,2025-04-15,218.82,9,121.21
720,LUCKY-D3471D2F,Weekend Deal,Fixed,50000,All,472,31,0,2025-10-03,2025-10-17,1,2025-10-04,1084.62,50,929.41
721,LUCKY-0C09E5B5,Birthday Bonus,Fixed,50000,Student,377,18,1,2025-11-13,2025-11-27,0,,137.4,32,87.26
722,LUCKY-D882D89A,Tet Student,Percent,50,Student,127,23,1,2025-08-22,2025-08-29,1,2025-08-27,65.53,80,162.63
723,LUCKY-16757D88,Welcome Back,Fixed,50000,Student,425,18,1,2025-04-14,2025-04-21,0,,55.55,82,154.19
724,LUCKY-287E63DC,Welcome Back,Fixed,50000,Student,74,20,1,2025-10-25,2025-11-08,1,2025-11-08,275.29,48,106.64
725,LUCKY-5B4ABEEC,Weekend Deal,Percent,15,Student,269,19,1,2025-02-25,2025-03-27,1,2025-03-04,468.51,39,79.59
726,LUCKY-573C1D74,Tet Student,Percent,50,Student,291,20,1,2025-03-17,2025-03-24,1,2025-03-25,379.87,47,34.13
727,LUCKY-0FCCEE8F,Weekend Deal,Fixed,50000,All,86,25,0,2025-10-04,2025-11-03,0,,561.69,24,762.42
728,LUCKY-1A3F8523,Summer Gift,Percent,30,Student,5,17,1,2025-11-25,2025-12-02,0,,219.98,43,55.35
729,LUCKY-89C32DED,Flash Sale SV,Percent,15,Student,243,16,1,2025-09-25,2025-10-09,1,2025-10-03,349.4,5,157.84
730,LUCKY-E4F2A7D6,Birthday Bonus,Fixed,10000,All,500,39,0,2025-07-20,2025-07-27,0,,973.02,43,402.25
731,LUCKY-7E03FD6C,Flash Sale SV,Fixed,10000,Student,385,21,1,2025-09-09,2025-10-09,0,,412.82,89,0.62
732,LUCKY-FC5E845A,Flash Sale SV,Fixed,10000,All,185,31,0,2025-06-01,2025-07-01,0,,1013.45,60,701.88
733,LUCKY-9C1D5391,Welcome Back,Fixed,50000,All,376,45,0,2025-08-22,2025-09-21,1,2025-08-24,1524.46,29,694.03
734,LUCKY-9F6FD586,Weekend Deal,Percent,15,Student,281,19,1,2025-05-27,2025-06-26,0,,370.37,73,173.97
735,LUCKY-4E907350,Summer Gift,Fixed,10000,All,223,34,0,2025-11-23,2025-11-30,1,2025-11-25,502.5,14,473.97
736,LUCKY-4CB8DD4B,Back to School,Fixed,10000,All,70,20,0,2025-11-04,2025-12-04,0,,488.42,49,932.52
737,LUCKY-A7C8E4D9,Welcome Back,Fixed,10000,All,377,40,0,2025-07-23,2025-08-22,0,,1505.75,88,135.92
738,LUCKY-41199783,Back to School,Percent,15,All,380,40,0,2025-02-04,2025-02-11,1,2025-02-10,1355.78,55,583.8
739,LUCKY-5D578DC3,Refer a Friend SV,Percent,20,Student,303,19,1,2025-01-10,2025-01-17,0,,385.08,47,23.22
740,LUCKY-4540B8BE,Summer Gift,Percent,30,Student,75,22,1,2025-01-18,2025-02-01,1,2025-01-24,490.93,46,63.93
741,LUCKY-D761A04B,Back to School,Percent,30,All,307,29,0,2025-11-28,2025-12-28,1,2025-11-29,1706.99,58,524.84
742,LUCKY-A5F1BF22,Weekend Deal,Fixed,10000,Student,424,24,1,2025-07-02,2025-07-16,1,2025-07-05,495.65,90,24.69
743,LUCKY-DED09466,Refer a Friend SV,Percent,25,All,281,43,0,2025-11-28,2025-12-05,1,2025-11-29,1881.98,6,263.82
744,LUCKY-EB86149C,Back to School,Fixed,5000,Student,50,22,1,2025-04-23,2025-05-23,1,2025-04-30,355.05,50,198.06
745,LUCKY-561F71CA,Tet Student,Percent,30,Student,108,16,1,2025-08-10,2025-08-17,0,,432.41,58,141.92
746,LUCKY-935A79A9,Tet Student,Percent,50,Student,50,19,1,2025-07-22,2025-07-29,1,2025-07-23,380.89,73,1.83
747,LUCKY-6C562ACD,Tet Student,Fixed,50000,Student,61,23,1,2025-07-08,2025-07-15,0,,130.83,65,10.49
748,LUCKY-848A8052,Weekend Deal,Fixed,5000,Student,324,23,1,2025-11-13,2025-11-27,0,,186.21,22,119.23
749,LUCKY-8D4E4DDF,Flash Sale SV,Fixed,10000,Student,356,21,1,2025-10-16,2025-10-30,0,,55.22,15,23.33
750,LUCKY-58E3D46F,Tet Student,Fixed,20000,All,208,45,0,2025-02-23,2025-03-25,1,2025-02-26,1267.18,82,414.76
751,LUCKY-F8917414,Welcome Back,Fixed,5000,All,93,20,0,2025-04-22,2025-04-29,0,,908.83,67,826.59
752,LUCKY-FCF06B9C,Tet Student,Percent,10,All,288,42,0,2025-11-06,2025-11-13,0,,523.89,40,576.99
753,LUCKY-11E809A6,Refer a Friend SV,Fixed,10000,Student,154,16,1,2025-11-01,2025-11-08,0,,88.07,38,24.94
754,LUCKY-95BD32C1,Weekend Deal,Fixed,10000,Student,276,24,1,2025-09-12,2025-10-12,0,,457.08,68,58.68
755,LUCKY-08B71843,Back to School,Percent,15,Student,283,17,1,2025-04-05,2025-05-05,0,,348.18,4,8.95
756,LUCKY-C4266048,Back to School,Percent,30,Student,43,21,1,2025-11-06,2025-11-20,1,2025-11-14,174.83,54,145.82
757,LUCKY-38EE8716,Back to School,Percent,10,All,366,41,0,2025-12-21,2025-12-28,0,,965.62,68,709.79
758,LUCKY-43A3A26B,Refer a Friend SV,Fixed,50000,Student,64,24,1,2025-10-08,2025-10-15,1,2025-10-13,322.23,19,83.94
759,LUCKY-863C5AFA,Back to School,Fixed,20000,Student,194,24,1,2025-04-09,2025-04-16,1,2025-04-11,233.05,11,65.87
760,LUCKY-473DB0AE,Back to School,Percent,30,All,179,27,0,2025-08-04,2025-09-03,0,,881.54,15,149.75
761,LUCKY-7444095E,Refer a Friend SV,Percent,20,All,305,29,0,2025-12-22,2026-01-21,1,2025-12-31,1192.78,6,627.09
762,LUCKY-D761CE9D,Tet Student,Percent,50,All,471,32,0,2025-10-24,2025-11-07,1,2025-10-25,1058.35,1,171.19
763,LUCKY-9993EFBD,Tet Student,Fixed,50000,All,258,31,0,2025-06-26,2025-07-10,0,,1473.5,77,286.66
764,LUCKY-908B22AC,Back to School,Fixed,5000,Student,325,22,1,2025-06-28,2025-07-05,0,,284.27,29,143.69
765,LUCKY-23E586E0,Back to School,Percent,50,Student,493,19,1,2025-08-26,2025-09-02,0,,475.19,7,33.02
766,LUCKY-192BE153,Refer a Friend SV,Fixed,5000,All,366,41,0,2025-04-27,2025-05-27,1,2025-04-28,1115.63,61,744.26
767,LUCKY-90C75EAB,Weekend Deal,Percent,30,Student,463,24,1,2025-11-25,2025-12-25,0,,387.35,84,48.85
768,LUCKY-733D5ED6,Weekend Deal,Percent,25,Student,128,17,1,2025-06-04,2025-06-18,1,2025-06-15,215.17,45,26.66
769,LUCKY-698A8733,Summer Gift,Fixed,20000,All,473,44,0,2025-11-19,2025-12-03,1,2025-11-23,1744.05,61,325.56
770,LUCKY-A7A7D4A5,Birthday Bonus,Fixed,5000,Student,55,24,1,2025-08-11,2025-08-25,1,2025-08-17,421.58,59,7.09
771,LUCKY-182D9846,Welcome Back,Fixed,10000,Student,468,18,1,2025-03-14,2025-03-21,0,,230.93,55,1.77
772,LUCKY-7D1EE729,Back to School,Fixed,20000,Student,225,18,1,2025-03-18,2025-04-01,1,2025-03-20,396.25,60,50.03
773,LUCKY-08ACD6E7,Summer Gift,Percent,20,Student,216,23,1,2025-05-02,2025-05-09,1,2025-05-09,122.83,55,70.75
774,LUCKY-C99B3F58,Refer a Friend SV,Fixed,5000,All,366,21,0,2025-08-26,2025-09-25,0,,488.56,61,239.04
775,LUCKY-41D78BEB,Welcome Back,Percent,10,Student,257,22,1,2025-03-05,2025-03-19,0,,275.84,49,184.71
776,LUCKY-3B9A0F8B,Weekend Deal,Percent,25,Student,317,19,1,2025-08-03,2025-08-17,1,2025-08-07,73.42,54,165.97
777,LUCKY-4F47C875,Refer a Friend SV,Fixed,10000,Student,374,24,1,2025-12-26,2026-01-02,1,2026-01-07,134.09,14,56.23
778,LUCKY-FA2ED610,Welcome Back,Percent,15,Student,219,18,1,2025-01-09,2025-01-16,1,2025-01-12,134.9,80,170.97
779,LUCKY-DD0354CC,Summer Gift,Fixed,10000,Student,330,19,1,2025-08-02,2025-09-01,1,2025-08-09,90.92,52,10.19
780,LUCKY-2D5164DE,Birthday Bonus,Fixed,10000,Student,27,17,1,2025-03-02,2025-03-09,0,,171.16,44,56.11
781,LUCKY-56B568D1,Tet Student,Percent,25,Student,58,21,1,2025-08-12,2025-08-26,1,2025-08-17,145.39,77,94.41
782,LUCKY-7B101EBF,Birthday Bonus,Fixed,20000,Student,191,16,1,2025-10-17,2025-11-16,0,,357.33,16,154.09
783,LUCKY-5C435301,Welcome Back,Percent,50,Student,361,20,1,2025-11-27,2025-12-04,1,2025-12-01,144.51,13,76.81
784,LUCKY-D8E1D4BA,Summer Gift,Fixed,50000,Student,99,17,1,2025-03-02,2025-03-09,0,,83.7,43,109.32
785,LUCKY-36E1B7DD,Weekend Deal,Fixed,20000,Student,248,20,1,2025-02-14,2025-02-21,0,,451.21,71,151.87
786,LUCKY-B73A4634,Flash Sale SV,Percent,20,Student,98,24,1,2025-01-26,2025-02-25,0,,405.9,35,33.39
787,LUCKY-0FF70A7D,Weekend Deal,Percent,15,All,206,32,0,2025-07-18,2025-08-01,0,,1091.05,65,555.85
788,LUCKY-1C4D8F16,Weekend Deal,Percent,30,Student,156,19,1,2025-12-17,2025-12-31,0,,132.83,27,32.0
789,LUCKY-BF503B02,Summer Gift,Percent,10,All,139,29,0,2025-11-05,2025-11-19,1,2025-11-08,1474.86,21,574.54
790,LUCKY-FF92C601,Birthday Bonus,Percent,10,All,485,21,0,2025-06-11,2025-06-18,0,,1356.34,26,286.56
791,LUCKY-5030AD7C,Flash Sale SV,Fixed,20000,All,113,37,0,2025-01-27,2025-02-10,0,,675.27,78,176.93
792,LUCKY-472824B4,Refer a Friend SV,Percent,50,All,325,28,0,2025-05-28,2025-06-27,0,,518.12,68,973.02
793,LUCKY-CC57C303,Refer a Friend SV,Percent,30,Student,189,19,1,2025-04-24,2025-05-24,1,2025-05-01,417.58,34,44.13
794,LUCKY-01868A8F,Weekend Deal,Percent,15,Student,11,23,1,2025-03-21,2025-04-04,0,,92.16,23,36.3
795,LUCKY-F4CC948D,Welcome Back,Percent,15,Student,52,18,1,2025-08-21,2025-09-04,0,,417.87,24,137.47
796,LUCKY-1006CB24,Refer a Friend SV,Percent,25,All,68,24,0,2025-01-25,2025-02-24,1,2025-01-26,1508.18,77,817.59
797,LUCKY-FEAB2D8C,Welcome Back,Percent,10,Student,44,17,1,2025-06-28,2025-07-28,0,,170.45,76,187.72
798,LUCKY-B9990B93,Weekend Deal,Fixed,20000,Student,322,23,1,2025-01-18,2025-02-17,1,2025-01-23,391.85,20,178.48
799,LUCKY-D18D1A8A,Refer a Friend SV,Percent,30,Student,198,16,1,2025-04-01,2025-04-08,1,2025-04-08,421.22,37,20.56
800,LUCKY-3F76D3AE,Tet Student,Percent,25,Student,183,20,1,2025-04-04,2025-04-18,0,,151.65,49,175.8
801,LUCKY-79F499CB,Tet Student,Percent,30,Student,348,21,1,2025-09-11,2025-10-11,1,2025-09-14,103.26,10,184.66
802,LUCKY-E7D12505,Birthday Bonus,Fixed,50000,Student,404,20,1,2025-12-26,2026-01-02,0,,331.14,13,57.4
803,LUCKY-E99E9E75,Weekend Deal,Fixed,50000,Student,492,18,1,2025-02-19,2025-03-05,0,,400.0,18,29.32
804,LUCKY-02A12D3F,Birthday Bonus,Fixed,20000,All,309,24,0,2025-08-23,2025-09-06,0,,362.8,23,995.03
805,LUCKY-D5C69FCB,Weekend Deal,Fixed,50000,All,421,30,0,2025-08-18,2025-09-17,0,,448.8,31,946.83
806,LUCKY-C31B66B9,Welcome Back,Percent,50,Student,286,17,1,2025-01-07,2025-01-14,1,2025-01-13,311.43,73,84.37
807,LUCKY-4EAB45E8,Back to School,Fixed,10000,Student,108,18,1,2025-09-14,2025-09-21,0,,464.41,44,11.92
808,LUCKY-E6CFFE9A,Flash Sale SV,Percent,25,All,360,21,0,2025-07-12,2025-07-19,0,,1544.59,89,161.37
809,LUCKY-AB0C13DF,Birthday Bonus,Percent,15,Student,426,17,1,2025-04-03,2025-04-10,1,2025-04-13,264.57,20,118.79
810,LUCKY-880A1B82,Refer a Friend SV,Fixed,50000,All,356,24,0,2025-08-26,2025-09-25,0,,1577.75,17,496.28
811,LUCKY-C14524D3,Tet Student,Percent,30,Student,365,17,1,2025-07-22,2025-08-05,1,2025-07-31,120.15,4,176.23
812,LUCKY-FF946AB4,Welcome Back,Percent,20,All,206,38,0,2025-03-24,2025-03-31,0,,1103.37,54,723.89
813,LUCKY-37678BF2,Weekend Deal,Percent,50,Student,424,19,1,2025-11-21,2025-12-05,0,,226.53,71,164.5
814,LUCKY-F69C01F4,Welcome Back,Fixed,5000,Student,123,16,1,2025-10-25,2025-11-08,1,2025-10-26,411.5,24,129.33
815,LUCKY-AF1BA4C3,Summer Gift,Fixed,10000,Student,44,24,1,2025-01-08,2025-01-22,0,,97.91,1,42.38
816,LUCKY-66F558A0,Birthday Bonus,Percent,10,All,145,38,0,2025-05-01,2025-05-15,1,2025-05-14,280.77,61,987.17
817,LUCKY-56F7AC64,Welcome Back,Percent,50,All,414,36,0,2025-12-17,2025-12-24,1,2025-12-26,550.79,45,764.25
818,LUCKY-9EAF8D30,Tet Student,Percent,20,All,488,20,0,2025-08-03,2025-09-02,1,2025-08-05,1256.92,75,413.01
819,LUCKY-9E9EA86B,Tet Student,Fixed,50000,All,457,26,0,2025-06-20,2025-07-04,1,2025-06-21,1653.46,20,671.51
820,LUCKY-EECD5884,Weekend Deal,Percent,15,All,445,41,0,2025-01-05,2025-01-19,1,2025-01-14,897.74,78,248.38
